,ent,ent_label
1157,the year,DATE
1158,6 percent,PERCENT
1159,1796,DATE
1160,"80,000",MONEY
1161,the present quarter,DATE
1162,$ 2 million,MONEY
1163,6 percent,PERCENT
1164,1820,DATE
1165,Treasury,ORG
1166,the first of January,DATE
1167,nearly $ 3 million,MONEY
1168,the first of January to the 30th of September,DATE
1169,$ 19.5 million,MONEY
1170,the whole year,DATE
1171,$ 23 million,MONEY
1172,West Point,LOC
1173,Army,ORG
1174,annually,DATE
1175,Army,ORG
1176,Congress,ORG
1177,two,CARDINAL
1178,Navy,ORG
1179,Mediterranean,LOC
1180,Pacific,LOC
1181,Atlantic,LOC
1182,the West Indies,GPE
1183,Africa,LOC
1184,the United States,GPE
1185,the United States,GPE
1186,Treasury,ORG
1187,Indian,NORP
1188,Congress,ORG
1189,Pensacola,ORG
1190,Indians,NORP
1191,Pensacola,ORG
1192,Indians,NORP
1193,Indians,NORP
1194,Congress,ORG
1195,Army,ORG
1196,April next,DATE
1197,Cumberland,ORG
1198,Atlantic,LOC
1199,Lake Erie,LOC
1200,Mississippi,GPE
1201,Atlantic,LOC
1202,the Post Office Department,ORG
1203,Congress,ORG
1204,Constitution,LAW
1205,Congress,ORG
1206,Congress,ORG
1207,1816,DATE
1208,Union,GPE
1209,Congress,ORG
1210,Treasury,ORG
1211,"103,068,876.41",MONEY
1212,"93,175,396.56",MONEY
1213,that day,DATE
1214,"9,893,479.85",MONEY
1215,Treasury,ORG
1216,1817 - 03 - 04,DATE
1217,"157,199,380.96",MONEY
1218,"137,501,451.12",MONEY
1219,"19,697,929.84",MONEY
1220,Comptroller,ORG
1221,France,GPE
1222,Great Britain,GPE
1223,the Ordnance Department,ORG
1224,Navy,ORG
1225,the United States,GPE
1226,Spain,GPE
1227,the United States,GPE
1228,the United States,GPE
