,ent,ent_label
214,"about $ 50,000",MONEY
215,War,EVENT
216,Indians,NORP
217,"100,000",MONEY
218,United States,GPE
219,3 percent,PERCENT
220,Indian,NORP
221,Indians,NORP
222,Southern,NORP
223,Georgia,GPE
224,Alabama,GPE
225,Indians,NORP
226,the United States,GPE
227,Constitution,LAW
228,one,CARDINAL
229,Georgia,GPE
230,the United States,GPE
231,1802,DATE
