,ent,ent_label
264,the last few weeks,DATE
265,the United States of America,GPE
266,the New Year,EVENT
267,the years,DATE
268,the United States of America,GPE
269,the United Nations,ORG
270,John F. Kennedy,PERSON
271,today,DATE
272,Nation,ORG
273,the United Nations,ORG
274,today,DATE
275,1958,DATE
276,Senate,ORG
277,first,ORDINAL
278,the United States,GPE
279,the United Nations,ORG
280,Organization,ORG
281,the United Nations,ORG
282,Congo,GPE
283,the Middle East,LOC
284,The Decade of Development,EVENT
285,27 years ago,DATE
286,Franklin Delano Roosevelt,PERSON
287,Congress,ORG
288,one-third,CARDINAL
289,the Tennessee Valley,LOC
290,the Lower Colorado,LOC
291,cooperatives,ORG
292,America,GPE
293,30 years ago,DATE
294,one-third,CARDINAL
295,Kennedy,PERSON
296,Africa,LOC
297,Asia,LOC
298,Latin America,LOC
299,these United Nations,ORG
300,the United States,GPE
301,recent years,DATE
302,Organization,ORG
303,All United Nations,ORG
304,today,DATE
305,a thousand miles,QUANTITY
306,one,CARDINAL
307,The United States of America,GPE
308,the cold war end,EVENT
309,The United States,GPE
310,The United States,GPE
311,The United States,GPE
312,The United States,GPE
313,Kennedy,PERSON
314,three years,DATE
315,Americans,NORP
316,the last few weeks,DATE
317,the United States of America,GPE
318,the New Year,EVENT
319,the years,DATE
320,the United States of America,GPE
321,Speaker,PERSON
322,House,ORG
323,Senate,ORG
324,Americans,NORP
325,Last year's,DATE
326,year,DATE
327,Congress,ORG
328,hundred,CARDINAL
329,these United States,GPE
330,Congress,ORG
331,this summer,DATE
332,1964,DATE
333,Democrats,NORP
334,Republicans,NORP
335,House,ORG
336,Senate,ORG
337,South,LOC
338,North,LOC
339,Congress,ORG
340,Congress,ORG
341,John Fitzgerald Kennedy,PERSON
342,today,DATE
343,this election year,DATE
344,Congress,ORG
345,half,CARDINAL
346,"$ 10 billion to $ 4,900 million",MONEY
347,1951,DATE
348,the last 10 years,DATE
349,the Department of Defense,ORG
350,1950,DATE
351,"$ 97,900 million",MONEY
352,"$ 98,400 million",MONEY
353,the current year,DATE
354,more than $ 500 million,MONEY
355,"$ 103,800 million",MONEY
356,more than $ 4 billion,MONEY
357,last year's,DATE
358,"$ 107,900 million",MONEY
359,America,GPE
360,year,DATE
