,ent,ent_label
1062,"12,553",CARDINAL
1063,the year ending on the 30th day of June,DATE
1064,"4,262,145",MONEY
1065,"4,680,068",MONEY
1066,"417,923",MONEY
1067,the 1st,DATE
1068,"314,068",MONEY
1069,"the year ending June 30, 1838",DATE
1070,"161,540",MONEY
1071,"the year ending June 30, 1837",DATE
1072,Department,ORG
1073,Postmaster-Generals,ORG
1074,Department,ORG
1075,the District of Columbia,GPE
1076,District,GPE
1077,the United States,GPE
1078,Stockton & Stokes,PERSON
1079,the State of Maryland,GPE
1080,the National Treasury,ORG
1081,first,ORDINAL
1082,Treasury,ORG
1083,Congress,ORG
1084,the Post-Office Department,ORG
1085,one,CARDINAL
1086,the Supreme Court of,ORG
1087,the United States,GPE
1088,one,CARDINAL
1089,Congress,ORG
1090,the General Government,ORG
1091,the Supreme Court,ORG
1092,the United States,GPE
1093,States,GPE
1094,Constitution,LAW
1095,Congress,ORG
1096,District,GPE
1097,One,CARDINAL
1098,Maryland,GPE
1099,State,ORG
1100,Maryland,GPE
1101,1801,DATE
1102,District,LOC
1103,England,GPE
1104,Sovereign,ORG
1105,the Supreme Court of,ORG
1106,the United States,GPE
1107,Constitution,LAW
1108,District,GPE
1109,District,GPE
1110,the United States,GPE
1111,the United States,GPE
1112,"13th February,",DATE
1113,1801,DATE
1114,"27th day of February,",DATE
1115,1801,DATE
1116,the United States,GPE
1117,first,ORDINAL
1118,the next year,DATE
1119,the United States,GPE
1120,"the act of 13th February, 1801",DATE
1121,Maryland,GPE
1122,District,GPE
1123,England,GPE
1124,Congress,ORG
1125,the United States,GPE
1126,one,CARDINAL
1127,the United States,GPE
1128,the United States,GPE
1129,States,GPE
1130,one,CARDINAL
1131,the District of Columbia,GPE
1132,District,LOC
1133,States,GPE
1134,the United States,GPE
1135,Congress,ORG
1136,Senate,ORG
1137,House of Representatives,ORG
1138,Congress,ORG
1139,Maine,GPE
1140,State,ORG
1141,State,ORG
1142,H. S. Fox,PERSON
1143,Great Britain,GPE
1144,State,ORG
1145,British,NORP
1146,the United States,GPE
1147,Great Britain,GPE
1148,Aroostook,GPE
1149,the State of Maine,GPE
1150,Maine,GPE
1151,State,ORG
1152,Maine,GPE
1153,the Province of New Brunswick,GPE
1154,Frederickton,PERSON
1155,Province,GPE
1156,two,CARDINAL
1157,State,ORG
1158,Maine,GPE
1159,State,ORG
1160,Maine,GPE
1161,John Harvey,PERSON
1162,the Province of New Brunswick,GPE
1163,British,NORP
1164,Great Britain,GPE
1165,the State of Maine,GPE
1166,State,ORG
1167,the General Government,ORG
1168,New Brunswick,GPE
1169,Maine,GPE
1170,British,NORP
1171,the United States,GPE
